PersonId,Sex,Age,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
10947,Male,19,3,4,2,5,2,5,3,4,3,3,4,2,5,5,5,5,5,5,2,5,3,4,1,5,2,5,3,4,5,5,3,3,5,1,4,2,2,1,4,4,3,2,5,2,5,1,5,5,4,5
10948,Female,15,2,5,2,3,2,3,1,5,2,5,2,4,4,3,2,2,4,2,2,3,2,3,2,3,4,2,4,2,2,2,2,4,2,4,1,4,2,3,2,3,4,1,5,2,4,2,4,4,4,5
10949,Male,22,2,3,5,4,4,2,3,4,2,3,1,5,2,3,2,3,3,2,4,2,1,2,2,4,4,4,2,3,4,4,5,1,5,1,2,1,4,3,3,3,3,3,5,3,4,2,4,3,2,4
10950,Female,28,4,2,5,3,5,2,5,2,4,2,2,4,4,4,2,2,1,1,1,1,2,5,1,5,1,5,1,4,5,4,4,3,3,3,4,2,3,2,4,3,5,2,4,3,4,2,5,3,4,4
10951,Female,56,2,2,4,2,4,2,2,2,3,2,4,2,4,2,2,4,2,2,2,3,1,4,2,5,1,5,1,4,5,4,3,3,4,3,4,2,4,2,4,4,4,2,4,2,4,1,4,2,4,4
10952,Female,30,2,3,2,3,3,3,3,1,1,5,5,3,5,2,4,4,4,2,3,3,4,4,1,4,2,4,1,4,4,4,4,1,5,1,4,5,5,2,4,4,3,3,5,3,4,1,4,3,5,3
10953,Female,30,1,3,2,3,3,4,1,5,1,4,5,1,3,3,2,5,3,4,4,3,3,3,3,3,3,5,1,1,3,3,2,2,3,3,2,5,1,3,3,3,1,1,3,3,4,5,2,1,4,2
10954,Male,16,1,3,2,5,3,3,1,5,1,5,2,4,4,2,2,2,4,2,2,2,1,2,3,4,1,2,2,5,4,3,4,5,3,5,1,5,2,4,3,2,3,1,5,1,4,1,5,3,5,5
10955,Male,31,3,2,5,5,5,4,1,5,1,5,1,4,5,4,3,2,1,2,2,2,4,4,1,4,5,5,1,4,5,5,3,2,3,1,4,5,5,2,3,4,5,4,4,1,1,4,1,4,5,2
10956,Female,16,1,4,1,3,1,5,1,5,1,5,1,5,5,2,2,1,2,4,4,2,3,2,2,3,3,1,5,4,4,4,4,4,4,2,3,4,4,3,3,3,3,2,3,3,4,3,3,3,5,3
10957,Male,20,1,3,2,5,3,3,2,5,2,5,4,1,5,2,2,4,5,5,5,4,3,2,2,3,5,4,5,1,2,3,5,2,5,3,2,2,3,3,2,4,5,2,5,3,5,1,5,5,5,3
10958,Male,49,2,3,3,4,2,2,2,4,2,5,4,4,2,4,1,3,2,1,4,1,1,5,1,5,1,4,1,4,4,4,3,4,3,1,2,4,4,1,3,3,5,2,4,2,3,2,3,4,5,4
10959,Female,31,3,3,5,3,4,1,4,2,3,3,4,2,4,2,4,4,4,2,3,4,1,5,1,5,1,5,1,5,5,5,5,1,3,3,4,1,4,1,4,4,5,1,5,1,4,1,5,4,5,5
10960,Female,44,3,3,4,2,4,2,2,3,3,1,3,3,4,3,3,4,4,3,4,3,2,3,3,3,3,4,3,3,4,3,3,4,5,2,3,3,3,2,3,3,4,2,4,2,4,2,5,4,5,4
10961,Male,39,1,5,3,5,3,5,1,5,1,5,3,5,3,3,5,3,3,3,4,3,3,3,5,3,4,3,4,3,3,3,4,5,5,3,4,1,5,3,4,5,4,1,5,3,2,1,4,4,5,3
10962,Male,14,2,2,4,2,4,1,3,2,4,3,3,4,4,3,5,3,3,3,4,2,3,3,3,3,1,3,2,3,3,4,3,2,3,3,2,4,3,3,2,3,3,2,2,2,4,1,3,3,3,4
10963,Male,14,1,1,2,2,5,2,5,5,1,5,5,3,4,1,4,1,5,3,3,2,3,5,5,5,1,5,3,3,3,1,2,2,3,1,3,2,5,1,5,5,3,1,3,3,3,1,3,5,5,5
10964,Female,34,4,1,4,1,5,1,3,2,4,2,5,1,5,2,3,5,4,3,5,2,1,4,4,5,1,4,2,4,5,4,3,3,5,2,2,2,4,1,3,5,5,1,4,1,4,1,5,4,5,4
10965,Female,19,2,1,3,3,2,2,1,3,2,5,5,3,5,1,4,5,5,5,5,5,1,5,4,5,1,5,2,4,5,5,2,4,5,5,2,2,4,1,3,3,2,3,5,1,3,2,3,2,4,3
10966,Female,18,2,4,2,4,2,4,1,5,4,5,4,2,5,2,2,3,3,3,2,4,2,5,1,4,4,4,5,4,4,3,4,2,3,3,3,2,4,2,4,3,3,3,3,3,3,3,3,2,4,3
10967,Male,40,4,4,4,4,4,3,4,3,4,4,2,2,4,3,4,4,4,3,4,4,2,2,4,4,4,3,3,3,4,4,2,4,4,2,4,4,4,3,4,4,2,4,4,4,3,4,3,3,4,4
10968,Female,16,3,1,4,1,4,1,1,3,4,1,5,4,2,1,1,2,4,4,5,1,5,1,5,1,5,1,5,1,2,3,4,3,5,2,1,5,5,1,3,4,5,1,5,1,3,1,5,5,4,5
10969,Female,30,3,1,5,2,5,1,5,3,3,2,3,4,4,3,5,3,4,4,3,3,1,5,3,4,1,5,1,4,4,4,3,5,4,4,2,5,1,2,2,3,4,3,5,3,5,1,4,4,4,5
10970,Female,46,3,2,4,2,5,1,5,2,4,2,4,3,4,3,2,4,3,3,3,2,1,5,3,5,1,5,1,4,5,5,3,3,4,3,3,3,4,3,3,4,5,1,5,1,4,1,4,4,4,5
10971,Female,31,3,2,5,2,4,2,3,4,3,2,4,2,3,3,4,3,4,4,4,2,3,3,2,5,2,3,3,4,5,5,3,2,2,1,2,1,4,3,3,3,5,1,4,1,5,1,5,3,4,5
10972,Male,31,1,3,2,4,1,4,2,5,1,5,1,4,2,4,2,2,3,2,1,1,3,2,3,3,2,3,2,3,3,3,4,4,4,1,4,2,5,1,4,4,3,2,4,2,4,2,4,3,4,3
10973,Male,18,1,1,4,2,3,3,5,4,3,1,2,5,2,4,4,1,3,2,3,1,3,2,2,1,5,3,3,3,2,3,3,4,4,4,3,3,2,3,1,3,1,3,5,4,5,1,5,1,3,5
10974,Male,41,1,5,1,5,2,2,2,2,2,5,5,2,5,2,5,5,4,2,5,2,1,2,4,2,4,2,4,2,3,2,4,1,4,2,4,1,5,2,5,5,5,1,3,1,5,3,5,5,5,4
10975,Female,45,3,2,4,2,5,2,5,2,1,1,4,4,2,2,1,2,2,1,1,1,1,5,1,5,1,5,1,5,3,4,4,2,4,1,5,1,4,1,5,3,3,2,4,2,4,1,4,1,2,4
10976,Female,43,4,2,4,3,4,2,4,3,3,3,5,2,5,2,4,5,5,5,4,4,2,4,1,3,3,4,2,3,3,4,4,2,5,1,4,1,5,2,4,4,5,2,4,1,4,1,5,4,5,5
10977,Female,22,3,4,3,2,4,5,3,3,5,5,2,4,2,4,3,1,2,2,1,2,4,3,1,2,5,3,2,5,3,3,3,2,2,1,2,1,4,3,1,4,3,3,2,3,2,3,4,2,4,2
10978,Female,42,2,2,4,3,5,2,3,4,5,4,2,4,3,4,3,3,3,2,2,2,1,4,2,4,3,3,2,5,4,3,4,4,4,2,2,2,4,2,4,4,4,1,3,1,3,3,4,4,5,5
10979,Female,46,2,2,4,4,4,2,3,4,3,5,4,4,4,2,3,3,4,4,3,2,1,5,3,5,1,5,2,5,4,4,4,3,4,4,3,3,4,2,4,3,4,2,4,2,4,2,4,3,4,4
10980,Female,23,3,2,3,4,3,4,2,3,3,2,4,3,4,1,4,4,4,4,4,3,2,4,1,4,2,4,2,3,4,4,4,1,4,2,4,1,4,1,4,4,4,2,4,1,4,1,2,3,2,4
10981,Male,20,2,4,3,5,1,3,2,4,2,5,3,4,4,2,3,1,3,3,3,3,1,3,1,5,2,4,3,3,5,2,4,3,4,2,1,5,5,1,3,5,4,1,4,1,4,2,5,5,5,5
10982,Female,22,3,1,3,5,1,1,1,3,3,5,5,1,5,5,5,5,5,5,5,3,3,3,3,5,5,5,3,1,2,3,3,1,3,5,5,1,3,2,1,2,3,3,1,3,3,3,5,3,5,3
10983,Male,17,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,2,1,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3
10984,Female,18,2,3,4,4,3,3,3,4,3,4,5,4,5,2,4,4,4,3,3,5,1,4,2,4,2,5,3,3,2,3,2,5,5,4,1,5,4,5,1,4,5,2,5,2,5,1,5,5,5,5
10985,Female,27,1,4,2,4,2,4,1,3,2,5,1,4,2,4,2,2,1,2,2,1,1,4,1,4,2,4,1,4,4,4,3,1,4,1,4,2,4,1,4,4,5,2,5,2,4,1,4,4,5,5
10986,Female,48,3,2,4,2,5,1,4,4,2,2,4,3,4,3,3,3,3,3,4,3,2,5,3,5,1,4,1,4,5,4,4,3,3,3,3,3,4,3,4,3,4,2,4,1,4,1,4,3,4,4
10987,Male,23,3,5,4,5,3,1,1,5,3,5,1,5,5,1,5,4,4,3,5,1,2,5,1,4,5,1,1,5,4,5,2,4,5,1,4,4,5,1,4,4,4,1,5,1,5,1,4,5,5,5
10988,Female,52,5,4,4,3,5,4,5,5,5,1,3,4,2,3,4,5,5,5,4,3,5,3,5,3,5,3,5,5,1,1,3,5,2,4,5,5,3,3,1,5,5,5,3,5,3,5,5,3,1,3
10989,Female,29,2,5,3,5,3,2,2,5,2,5,2,5,5,2,2,2,5,4,4,4,2,5,3,5,2,5,3,5,5,3,4,3,5,2,4,1,5,3,4,5,3,3,4,3,5,4,5,4,4,5
10990,Female,19,2,4,2,2,2,4,1,4,4,4,1,4,1,1,2,4,5,4,4,4,4,3,2,3,4,1,5,4,2,3,1,5,4,3,2,4,3,2,2,4,2,2,3,3,3,3,4,2,5,3
10991,Female,19,3,5,3,5,3,5,2,5,1,5,5,1,5,5,3,5,5,5,1,5,5,3,1,5,1,5,2,5,5,5,4,3,5,3,3,4,5,1,1,5,2,5,3,5,3,1,5,1,5,4
10992,Female,15,2,3,3,3,4,4,3,4,5,5,5,1,5,2,5,5,5,5,5,5,1,4,3,5,1,5,1,5,5,4,4,5,4,5,1,3,5,3,1,5,3,1,5,1,1,2,5,1,3,3
10993,Female,22,1,2,1,5,1,4,1,5,1,5,5,2,4,2,2,2,4,3,5,2,1,3,1,5,1,4,1,5,4,3,4,4,4,3,2,4,3,3,5,3,5,3,5,3,3,1,5,4,5,3
10994,Male,33,2,4,4,2,2,3,2,5,4,4,4,4,4,2,4,4,3,2,4,3,1,3,2,5,1,4,2,4,5,4,4,4,3,3,2,4,4,3,3,3,5,4,4,4,4,1,4,4,4,2
10995,Male,22,2,5,2,5,1,5,1,5,1,5,5,1,5,4,5,5,2,4,5,3,2,5,1,2,4,5,1,5,1,1,2,5,1,5,2,1,2,3,1,1,1,4,5,5,2,1,2,1,4,5
10996,Female,20,4,3,4,3,2,3,4,5,2,4,2,5,3,3,3,4,5,5,2,3,1,5,1,4,1,5,1,5,4,5,4,4,4,1,2,1,4,1,5,3,2,2,5,2,4,1,5,2,5,3
10997,Female,33,1,5,2,4,1,5,1,5,1,5,5,2,4,2,4,4,5,2,4,4,1,3,1,5,1,4,4,4,4,3,1,2,4,2,4,1,5,1,4,4,2,5,2,3,1,4,3,1,4,1
10998,Female,17,3,3,5,3,5,2,4,2,4,4,4,2,4,3,2,2,3,2,2,2,1,5,3,4,1,4,1,5,4,4,4,3,5,2,4,4,4,1,3,4,4,1,5,1,4,1,5,4,4,4
10999,Male,21,3,4,4,4,3,2,2,5,1,5,5,3,2,1,2,2,1,1,2,4,1,5,1,5,1,3,3,2,5,2,5,1,2,2,1,4,3,2,5,3,3,1,2,1,3,3,1,3,5,2
11000,Male,43,3,3,4,3,3,3,3,4,3,4,2,3,3,3,1,2,2,1,2,1,1,3,1,4,2,4,2,4,3,3,4,1,4,1,3,2,4,2,3,4,4,2,4,3,4,1,4,4,4,3
11001,Female,22,1,1,5,1,5,1,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,5,5,1,4,1,5,1,4,5,4,1,5,1,5,1,5,1,5,5
11002,Female,21,3,3,4,4,2,2,2,5,3,5,4,4,4,2,3,3,4,3,3,3,2,3,4,3,3,4,3,4,4,3,4,3,4,2,4,3,5,2,4,4,4,2,4,3,3,2,4,3,4,4
11003,Female,15,3,2,3,3,4,3,4,4,3,4,5,2,5,2,3,4,4,4,5,2,2,5,2,5,2,4,2,5,4,4,5,3,5,4,4,3,5,1,5,5,4,2,2,2,3,2,5,5,2,3
11004,Female,16,3,3,3,3,4,2,1,3,4,4,5,2,5,1,2,3,4,4,3,4,2,5,2,4,3,3,2,3,3,3,3,4,4,3,2,3,4,3,4,4,5,2,5,1,4,1,5,4,5,4
11005,Female,22,5,4,2,5,5,5,1,4,3,5,5,5,5,2,5,5,4,4,5,3,1,5,1,5,2,5,4,4,5,4,4,3,3,2,5,4,5,2,4,5,3,1,5,3,4,1,4,1,3,4
11006,Male,25,4,2,4,1,5,3,2,2,4,3,2,5,2,5,4,1,2,2,3,2,1,4,1,5,1,2,2,3,4,4,4,4,2,2,5,3,4,1,4,5,4,1,4,2,5,1,4,4,4,4
11007,Female,18,4,1,4,1,5,1,5,5,4,1,2,4,2,5,1,1,2,1,3,1,1,4,1,4,2,5,1,5,2,4,3,2,5,2,4,5,4,1,5,5,4,1,4,1,4,1,5,4,3,5
11008,Female,14,2,3,2,4,2,4,2,5,1,5,5,1,5,5,4,5,5,5,5,5,5,3,3,5,1,5,3,5,5,1,2,5,2,5,3,5,5,1,1,3,5,1,5,4,1,2,3,5,2,1
11009,Female,33,1,4,4,4,4,4,3,4,2,3,3,3,4,2,3,4,2,2,3,3,2,5,1,5,2,3,1,3,2,4,3,2,3,2,2,1,3,1,2,4,3,3,3,2,5,2,4,2,5,4
11010,Male,21,1,4,1,3,2,3,1,4,1,5,5,1,4,1,4,5,4,4,3,5,3,3,1,3,3,4,3,4,4,3,3,2,5,3,2,4,3,3,2,4,5,1,5,1,5,1,5,5,5,5
11011,Female,22,4,2,4,2,5,2,5,2,5,2,4,2,5,2,3,4,4,4,4,4,2,4,1,4,2,3,2,3,4,3,3,2,5,2,2,1,5,2,3,3,4,2,4,2,3,2,4,2,4,3
11012,Male,21,4,2,4,2,4,2,4,3,4,3,4,4,3,4,2,2,2,2,3,2,2,5,2,4,2,5,2,4,4,3,3,4,4,3,4,2,4,2,2,3,4,2,4,2,3,2,4,3,4,4
11013,Female,36,4,2,4,2,5,2,5,2,5,2,5,3,4,2,3,4,2,2,4,4,3,1,2,1,2,2,2,3,3,3,4,2,5,2,4,1,5,2,5,4,5,1,4,1,5,2,5,4,4,3
11014,Male,20,4,2,4,3,5,3,4,3,4,1,5,2,5,3,5,4,2,4,5,3,4,4,4,4,2,4,2,4,4,4,4,4,3,4,3,5,1,2,3,4,3,4,3,3,4,2,4,3,4,3
11015,Female,23,3,1,4,3,5,3,2,4,2,3,4,3,5,3,4,3,3,1,3,1,3,4,1,4,2,5,2,5,4,3,4,2,5,2,2,5,4,1,5,4,2,3,4,3,4,1,4,1,5,4
11016,Female,38,3,1,5,4,5,2,3,4,2,4,3,2,4,2,4,3,4,3,4,4,1,4,2,4,3,5,2,4,5,4,4,3,2,4,4,3,5,1,4,3,5,1,3,1,5,2,4,5,5,5
11017,Female,25,3,2,5,3,4,2,4,4,1,4,4,4,4,2,5,3,3,1,2,2,1,5,1,5,1,5,1,4,5,3,3,4,4,2,2,4,3,1,3,4,3,2,5,3,3,1,4,2,4,4
11018,Female,22,3,1,5,2,3,2,5,5,2,4,2,2,5,4,3,5,4,2,4,2,1,5,3,5,1,5,1,5,5,5,3,3,3,3,4,3,4,3,3,3,3,4,3,5,4,4,4,3,3,4
11019,Female,16,2,3,4,2,4,4,4,4,5,4,5,4,5,2,4,3,4,4,4,2,4,4,3,3,3,3,3,5,2,3,5,1,5,1,5,5,5,3,5,5,4,5,4,3,5,2,3,3,5,4
11020,Female,23,3,2,3,2,3,1,2,3,4,4,2,5,4,4,2,2,2,1,3,2,1,3,1,5,1,5,2,4,5,4,3,4,4,1,4,2,4,2,4,4,4,1,2,2,2,4,5,3,5,2
11021,Female,24,2,3,3,4,1,2,1,5,1,4,4,2,5,3,4,4,4,4,4,3,1,4,1,4,4,4,2,4,4,3,3,1,4,4,5,1,5,2,4,4,2,4,4,4,4,4,4,1,4,3
11022,Female,17,2,2,2,4,2,3,1,4,1,4,2,3,4,4,2,4,4,4,5,2,3,3,2,3,3,4,2,3,3,3,3,2,3,3,4,4,3,3,3,3,4,2,5,3,4,1,3,4,3,5
11023,Female,17,3,4,4,5,2,1,1,4,3,4,1,5,4,4,5,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,2,5,1,4,1,4,1,2,5,3,3,4,2,4,2,5,3,5,4
11024,Female,17,3,4,3,4,2,5,3,4,3,5,3,4,4,2,3,4,5,4,3,4,5,3,3,5,3,4,3,4,4,3,3,4,2,2,2,3,3,3,4,2,2,3,2,3,2,4,3,1,3,2
11025,Female,18,3,1,5,3,5,1,5,5,1,3,3,3,5,4,3,3,2,3,3,2,1,4,1,4,5,5,1,5,5,5,4,2,4,2,4,2,5,3,5,4,2,3,4,3,3,2,3,2,5,3
11026,Female,17,3,4,3,5,1,4,2,2,2,4,5,3,4,5,3,4,4,4,3,4,2,4,2,5,2,4,2,4,4,4,3,5,4,3,2,4,4,3,4,4,4,2,5,2,5,1,4,4,4,5
11027,Female,16,3,1,4,1,4,1,5,2,5,2,2,5,2,5,2,1,2,1,2,1,1,5,1,3,2,4,2,4,4,4,5,2,4,2,4,2,3,1,3,5,3,3,3,3,3,4,5,3,3,3
11028,Female,17,2,3,4,3,4,2,3,3,3,4,3,3,5,2,2,2,3,2,3,3,4,2,1,3,3,3,3,4,4,3,3,3,3,2,2,4,4,3,3,3,4,3,4,3,3,1,1,3,4,3
11029,Male,17,2,4,2,4,3,5,1,4,2,5,4,5,5,2,3,4,4,3,2,3,1,4,2,5,2,5,3,5,4,4,3,4,3,3,1,4,2,3,4,3,3,2,3,3,4,2,4,3,5,3
11030,Female,16,4,2,5,2,5,1,5,2,4,2,1,5,1,5,1,1,3,3,1,1,4,4,2,4,2,4,2,4,4,4,2,4,4,4,4,3,3,3,1,5,3,2,3,2,5,2,4,4,2,5
11031,Male,16,3,2,5,2,5,1,3,1,5,4,2,4,2,5,1,1,3,1,2,2,4,3,2,3,3,3,2,3,3,2,5,1,5,1,4,1,4,3,3,3,5,1,4,1,4,1,5,5,3,5
11032,Female,17,2,3,3,3,2,3,3,3,4,3,4,3,4,3,2,3,4,3,3,3,4,4,2,4,2,4,2,3,4,2,3,2,4,2,3,2,4,2,4,3,2,3,3,2,2,3,3,2,3,2
11033,Female,18,4,1,3,3,3,1,3,1,5,4,2,4,4,2,5,1,3,1,3,1,1,4,3,5,1,5,1,5,5,4,3,1,2,4,2,2,2,3,2,2,2,1,4,1,3,2,4,3,4,4
11034,Female,17,2,3,2,4,2,4,2,5,2,5,5,2,5,2,4,5,4,4,5,4,2,4,4,5,2,4,4,4,5,3,4,4,5,3,2,2,5,3,5,4,4,3,5,3,3,1,5,3,4,3
11035,Female,19,4,2,4,2,5,2,4,5,2,2,5,2,5,2,4,1,2,4,5,2,5,5,2,5,2,4,2,5,5,5,4,1,2,3,4,2,4,1,1,2,2,2,4,2,4,2,4,1,4,3
11036,Female,17,5,1,5,1,5,1,5,2,5,1,1,4,1,1,4,1,2,1,3,1,3,3,1,2,2,2,2,3,2,5,5,1,3,2,3,2,3,1,3,5,3,2,3,3,3,4,4,3,3,3
11037,Female,16,5,1,1,1,4,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,4,5,4,5,2,5,1,4,4,2,2,5,4,5,1,5,2,3,2,2,3,1,5,2,4,1,2,3,3,5
11038,Male,16,1,3,2,5,2,1,1,5,4,5,4,2,4,1,1,4,3,4,5,5,2,3,4,4,1,4,3,4,4,3,3,1,3,4,2,3,5,3,5,3,5,3,5,3,4,1,2,4,3,5
11039,Male,18,2,5,3,5,2,4,1,4,2,5,2,5,2,4,2,2,2,2,2,2,2,4,3,4,2,4,2,4,2,2,4,4,3,2,4,4,3,2,4,4,4,2,4,2,5,1,4,3,5,5
11040,Male,18,5,1,5,1,5,2,5,3,5,1,4,3,5,2,4,2,4,3,3,3,3,5,4,4,2,5,1,4,4,4,3,4,4,2,3,4,3,3,4,5,4,2,5,3,4,1,4,4,4,5
11041,Male,17,1,4,1,5,3,5,1,5,1,5,3,2,2,2,3,3,3,2,3,4,4,1,2,1,5,3,5,3,1,3,1,4,3,2,1,4,3,5,4,3,3,3,5,3,1,2,2,2,4,1
11042,Female,15,3,1,2,3,3,1,2,2,3,5,5,3,5,2,2,5,4,5,4,3,2,2,3,4,5,4,4,3,5,4,3,5,5,4,1,5,3,3,3,3,5,1,4,1,5,1,4,5,5,3
11043,Female,17,2,4,4,5,3,4,1,4,3,5,4,3,5,2,2,5,4,3,5,4,1,4,2,5,1,5,3,5,5,3,4,2,3,4,1,3,4,3,4,3,5,3,2,3,3,5,3,4,5,2
11044,Female,27,1,3,2,5,1,4,1,5,1,5,2,5,4,3,4,3,5,5,4,3,4,3,1,2,1,2,2,1,1,5,3,5,5,2,1,4,5,2,3,2,4,1,5,3,5,1,5,3,5,5
11045,Male,30,4,1,4,4,5,1,3,2,5,1,2,4,2,2,2,2,3,2,2,2,1,4,1,4,3,4,2,3,5,3,4,2,4,1,3,3,3,3,3,4,5,3,4,3,5,1,5,3,3,5
11046,Male,59,3,1,5,2,5,1,4,4,3,3,2,5,2,5,2,1,2,1,1,1,1,5,1,5,2,4,2,3,4,5,4,4,4,1,3,2,3,1,3,5,4,2,3,2,4,1,5,4,5,4
11047,Female,41,4,2,3,4,4,3,2,4,2,5,3,4,4,2,3,2,2,3,3,3,1,5,1,5,1,5,1,5,5,5,5,4,4,2,2,4,4,2,4,4,3,2,5,2,5,1,4,2,5,4
11048,Male,18,2,3,3,4,3,2,2,4,2,3,1,4,3,4,2,2,2,2,2,2,1,4,2,4,2,4,2,4,2,4,4,2,5,1,4,1,4,2,4,4,5,1,3,2,4,2,5,5,4,4
11049,Male,17,4,1,4,2,4,2,4,2,4,3,4,3,5,3,3,4,4,3,3,3,3,4,4,4,2,4,2,4,4,3,3,3,4,3,3,3,4,3,4,2,3,3,4,3,4,3,3,3,4,4
11050,Male,41,2,4,5,3,4,4,3,4,2,4,1,5,2,2,2,2,1,1,2,2,4,3,1,3,4,3,4,3,4,4,2,1,2,1,3,2,3,2,4,2,4,1,5,2,4,1,4,3,4,4
11051,Female,27,3,3,3,3,4,3,3,3,4,5,5,4,5,3,5,5,5,5,5,3,2,4,1,5,2,5,4,5,5,5,4,4,4,2,4,4,2,1,5,3,3,3,3,3,4,4,3,3,5,4
11052,Female,47,3,3,1,3,2,3,3,3,3,4,5,2,5,1,5,4,4,3,4,3,4,3,1,3,4,3,4,3,5,3,5,5,5,3,2,4,4,4,4,5,5,3,5,2,4,1,3,4,4,4
11053,Female,23,3,2,5,3,5,2,5,2,5,3,3,4,4,2,2,3,3,4,1,3,1,4,3,5,1,5,1,5,5,4,2,4,3,3,1,3,4,4,3,4,4,2,5,1,4,1,4,3,5,5
11054,Female,23,2,1,5,3,3,1,2,1,5,5,1,1,5,1,5,5,2,1,3,5,2,2,1,5,4,5,4,3,5,5,3,1,2,2,5,1,3,1,5,5,3,3,5,1,3,1,3,2,3,2
11055,Female,49,3,4,4,2,3,2,3,4,1,4,3,3,2,3,2,2,2,2,3,2,1,3,1,5,1,4,3,4,5,4,4,1,4,1,5,1,5,1,5,4,4,2,3,2,3,2,4,1,4,4
11056,Female,24,3,3,3,3,3,3,2,3,3,3,2,3,4,5,4,4,5,5,2,4,2,3,1,3,4,4,2,3,4,4,2,1,4,2,3,2,2,2,2,3,4,3,4,3,4,2,4,4,3,4
11057,Female,20,2,1,4,2,4,2,4,4,4,4,4,3,4,2,5,4,2,3,4,4,2,3,3,4,2,5,2,2,4,3,4,4,4,3,2,4,4,1,3,3,5,1,5,1,4,1,5,4,5,4
11058,Female,14,2,4,4,4,2,2,2,3,4,3,2,4,2,4,3,2,4,4,2,2,4,4,2,2,2,1,2,4,2,4,4,4,4,4,2,4,3,4,2,2,5,2,4,2,4,2,5,5,2,5
11059,Male,31,5,1,4,2,3,1,3,5,4,3,4,2,4,1,2,4,4,4,4,4,2,4,4,4,2,5,2,4,4,5,2,4,3,3,2,2,2,2,2,2,5,2,4,2,4,2,4,4,4,4
11060,Female,53,4,2,5,2,5,1,4,2,5,4,1,5,4,4,1,1,2,2,2,2,1,5,1,5,1,4,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,1,4,1,5,1,5,4,5,5
11061,Female,49,3,3,3,3,3,2,4,3,3,3,4,2,5,1,4,4,5,5,3,5,2,4,2,4,2,4,2,4,3,3,3,2,4,3,1,2,4,3,3,3,5,1,5,1,4,1,3,5,4,5
11062,Male,71,3,3,2,3,2,4,3,2,4,4,4,3,3,3,2,3,3,3,3,2,2,2,4,4,2,4,3,3,4,3,2,4,2,3,2,3,4,3,2,3,2,3,5,3,4,1,4,4,4,5
11063,Female,24,5,2,5,2,4,2,4,4,4,4,3,4,4,2,2,2,4,2,2,2,1,5,1,4,3,5,1,5,4,4,4,3,4,2,3,4,4,2,4,4,4,2,5,2,4,1,4,2,4,4
11064,Female,46,3,5,5,1,5,1,5,3,5,1,2,1,2,2,1,1,1,1,2,1,1,5,1,5,2,5,1,5,5,5,2,1,5,1,5,1,5,1,3,5,2,1,4,3,5,1,3,1,4,4
11065,Female,25,3,2,4,3,4,2,4,2,4,2,4,2,5,4,2,2,2,2,2,1,1,4,1,2,3,4,2,4,1,3,5,1,4,1,4,1,5,1,5,4,3,1,4,1,4,2,5,3,5,5
11066,Male,50,1,4,1,2,4,3,1,2,4,3,5,3,2,2,4,2,2,1,2,4,1,4,4,3,3,2,4,3,4,2,1,5,3,3,1,5,4,3,2,4,4,2,2,1,3,4,4,5,4,2
11067,Male,18,5,5,1,1,5,1,5,5,1,5,5,1,4,1,5,5,5,5,1,5,1,1,5,1,5,1,1,1,1,1,1,1,5,5,3,5,5,5,5,5,1,5,1,5,1,5,1,1,5,1
11068,Female,37,3,4,4,3,4,4,3,3,3,3,2,4,4,4,1,1,2,1,1,1,4,4,1,5,2,5,3,5,5,5,4,2,5,2,5,1,4,1,2,4,3,3,4,3,3,2,3,1,3,3
11069,Female,30,2,5,3,4,3,4,2,4,2,5,4,3,5,2,5,4,3,4,4,4,3,3,3,3,4,3,3,4,2,2,3,5,2,5,3,5,3,3,2,3,4,2,5,2,3,2,4,3,4,3
11070,Female,24,4,1,5,1,5,1,3,2,5,4,5,3,5,1,5,5,3,2,2,5,5,5,2,5,1,5,1,5,5,5,3,4,4,3,2,4,2,3,1,4,4,1,5,1,5,1,4,3,5,5
11071,Female,42,5,1,5,1,5,2,4,1,5,4,3,3,3,3,3,4,3,2,3,2,4,5,2,5,1,4,1,2,4,4,3,3,4,2,3,4,3,1,3,5,4,2,4,2,4,1,4,2,3,5
11072,Female,22,1,4,3,4,3,3,1,5,2,4,3,4,4,4,2,2,3,3,2,2,1,4,1,5,3,4,1,3,4,3,4,2,5,2,2,2,5,2,5,3,3,3,3,3,3,3,3,1,4,3
11073,Female,50,5,2,5,1,5,1,5,2,4,1,4,4,4,4,2,2,1,1,4,1,1,5,1,4,1,5,1,5,5,5,4,2,2,1,4,2,2,1,2,4,3,1,5,1,4,1,2,1,5,5
11074,Female,16,2,2,4,4,3,3,4,5,2,5,4,2,2,2,3,4,5,5,5,2,1,5,2,5,1,5,1,5,5,3,3,4,4,5,1,5,4,4,2,3,4,1,3,1,5,1,4,4,4,5
